id,product_id,cust_order_id,ship_from_site_id,ship_to_site_id,company_id,init_quantity_requested,quantity_promised,quantity_delivered,final_quantity_requested,status,requested_delivery_date,promised_delivery_date,actual_delivery_date,order_date
25,PROD-001,ORD-0000025,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,45,45,45,45,closed,2024-09-01T00:00:00.000Z,2024-09-04T00:00:00.000Z,2024-09-05T00:00:00.000Z,2024-08-30T00:00:00.000Z
26,PROD-001,ORD-0000026,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,25,25,25,25,closed,2024-09-07T00:00:00.000Z,2024-09-10T00:00:00.000Z,2024-09-12T00:00:00.000Z,2024-09-05T00:00:00.000Z
27,PROD-001,ORD-0000027,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,45,45,45,45,closed,2024-09-11T00:00:00.000Z,2024-09-10T00:00:00.000Z,2024-09-11T00:00:00.000Z,2024-09-06T00:00:00.000Z
28,PROD-001,ORD-0000028,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,26,26,26,26,closed,2024-09-14T00:00:00.000Z,2024-09-14T00:00:00.000Z,2024-09-15T00:00:00.000Z,2024-09-10T00:00:00.000Z
29,PROD-001,ORD-0000029,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,57,57,57,57,closed,2024-09-13T00:00:00.000Z,2024-09-15T00:00:00.000Z,2024-09-15T00:00:00.000Z,2024-09-11T00:00:00.000Z
30,PROD-001,ORD-0000030,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,56,56,56,56,closed,2024-09-16T00:00:00.000Z,2024-09-19T00:00:00.000Z,2024-09-20T00:00:00.000Z,2024-09-14T00:00:00.000Z
31,PROD-001,ORD-0000031,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,10,10,10,10,closed,2024-09-23T00:00:00.000Z,2024-09-23T00:00:00.000Z,2024-09-24T00:00:00.000Z,2024-09-20T00:00:00.000Z
32,PROD-001,ORD-0000032,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,28,28,28,28,closed,2024-09-23T00:00:00.000Z,2024-09-24T00:00:00.000Z,2024-09-26T00:00:00.000Z,2024-09-22T00:00:00.000Z
33,PROD-001,ORD-0000033,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,46,46,46,46,closed,2024-09-28T00:00:00.000Z,2024-09-26T00:00:00.000Z,2024-09-26T00:00:00.000Z,2024-09-24T00:00:00.000Z
34,PROD-001,ORD-0000034,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,21,21,21,21,closed,2024-09-29T00:00:00.000Z,2024-09-30T00:00:00.000Z,2024-10-01T00:00:00.000Z,2024-09-25T00:00:00.000Z
35,PROD-001,ORD-0000035,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,35,35,35,35,closed,2024-10-01T00:00:00.000Z,2024-09-29T00:00:00.000Z,2024-09-29T00:00:00.000Z,2024-09-27T00:00:00.000Z
36,PROD-001,ORD-0000036,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,25,25,25,25,closed,2024-10-06T00:00:00.000Z,2024-10-05T00:00:00.000Z,2024-10-05T00:00:00.000Z,2024-10-01T00:00:00.000Z
37,PROD-001,ORD-0000037,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,34,34,34,34,closed,2024-10-06T00:00:00.000Z,2024-10-05T00:00:00.000Z,2024-10-07T00:00:00.000Z,2024-10-02T00:00:00.000Z
38,PROD-001,ORD-0000038,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,57,57,57,57,closed,2024-10-12T00:00:00.000Z,2024-10-09T00:00:00.000Z,2024-10-11T00:00:00.000Z,2024-10-07T00:00:00.000Z
39,PROD-001,ORD-0000039,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,52,52,52,52,closed,2024-10-10T00:00:00.000Z,2024-10-11T00:00:00.000Z,2024-10-12T00:00:00.000Z,2024-10-08T00:00:00.000Z
40,PROD-001,ORD-0000040,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,14,14,14,14,closed,2024-10-11T00:00:00.000Z,2024-10-12T00:00:00.000Z,2024-10-14T00:00:00.000Z,2024-10-09T00:00:00.000Z
41,PROD-001,ORD-0000041,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,48,48,48,48,closed,2024-10-14T00:00:00.000Z,2024-10-15T00:00:00.000Z,2024-10-17T00:00:00.000Z,2024-10-10T00:00:00.000Z
42,PROD-001,ORD-0000042,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,39,39,39,39,closed,2024-10-15T00:00:00.000Z,2024-10-16T00:00:00.000Z,2024-10-18T00:00:00.000Z,2024-10-12T00:00:00.000Z
43,PROD-001,ORD-0000043,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,47,47,47,47,closed,2024-10-15T00:00:00.000Z,2024-10-17T00:00:00.000Z,2024-10-19T00:00:00.000Z,2024-10-13T00:00:00.000Z
44,PROD-001,ORD-0000044,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,57,57,57,57,closed,2024-10-23T00:00:00.000Z,2024-10-25T00:00:00.000Z,2024-10-27T00:00:00.000Z,2024-10-21T00:00:00.000Z
45,PROD-001,ORD-0000045,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,44,44,44,44,closed,2024-10-30T00:00:00.000Z,2024-10-30T00:00:00.000Z,2024-11-01T00:00:00.000Z,2024-10-26T00:00:00.000Z
46,PROD-001,ORD-0000046,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,30,30,30,30,closed,2024-10-29T00:00:00.000Z,2024-11-02T00:00:00.000Z,2024-11-04T00:00:00.000Z,2024-10-28T00:00:00.000Z
47,PROD-001,ORD-0000047,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,27,27,27,27,closed,2024-11-01T00:00:00.000Z,2024-11-01T00:00:00.000Z,2024-11-03T00:00:00.000Z,2024-10-30T00:00:00.000Z
48,PROD-001,ORD-0000048,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,32,32,32,32,closed,2024-11-07T00:00:00.000Z,2024-11-07T00:00:00.000Z,2024-11-08T00:00:00.000Z,2024-11-02T00:00:00.000Z
49,PROD-001,ORD-0000049,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,48,48,48,48,closed,2024-11-08T00:00:00.000Z,2024-11-06T00:00:00.000Z,2024-11-07T00:00:00.000Z,2024-11-04T00:00:00.000Z
50,PROD-001,ORD-0000050,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,47,47,47,47,closed,2024-11-08T00:00:00.000Z,2024-11-07T00:00:00.000Z,2024-11-07T00:00:00.000Z,2024-11-05T00:00:00.000Z
51,PROD-001,ORD-0000051,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,53,53,53,53,closed,2024-11-10T00:00:00.000Z,2024-11-10T00:00:00.000Z,2024-11-12T00:00:00.000Z,2024-11-06T00:00:00.000Z
52,PROD-001,ORD-0000052,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,39,39,39,39,closed,2024-11-12T00:00:00.000Z,2024-11-10T00:00:00.000Z,2024-11-11T00:00:00.000Z,2024-11-08T00:00:00.000Z
53,PROD-001,ORD-0000053,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,67,67,67,67,closed,2024-11-13T00:00:00.000Z,2024-11-11T00:00:00.000Z,2024-11-13T00:00:00.000Z,2024-11-09T00:00:00.000Z
54,PROD-001,ORD-0000054,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,50,50,50,50,closed,2024-11-11T00:00:00.000Z,2024-11-13T00:00:00.000Z,2024-11-15T00:00:00.000Z,2024-11-10T00:00:00.000Z
55,PROD-001,ORD-0000055,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,41,41,41,41,closed,2024-11-16T00:00:00.000Z,2024-11-14T00:00:00.000Z,2024-11-14T00:00:00.000Z,2024-11-12T00:00:00.000Z
56,PROD-001,ORD-0000056,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,62,62,62,62,closed,2024-11-16T00:00:00.000Z,2024-11-18T00:00:00.000Z,2024-11-20T00:00:00.000Z,2024-11-13T00:00:00.000Z
57,PROD-001,ORD-0000057,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,30,30,30,30,closed,2024-11-19T00:00:00.000Z,2024-11-17T00:00:00.000Z,2024-11-19T00:00:00.000Z,2024-11-14T00:00:00.000Z
58,PROD-001,ORD-0000058,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,36,36,36,36,closed,2024-11-16T00:00:00.000Z,2024-11-20T00:00:00.000Z,2024-11-20T00:00:00.000Z,2024-11-15T00:00:00.000Z
59,PROD-001,ORD-0000059,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,84,84,84,84,closed,2024-11-19T00:00:00.000Z,2024-11-21T00:00:00.000Z,2024-11-22T00:00:00.000Z,2024-11-18T00:00:00.000Z
60,PROD-001,ORD-0000060,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,61,61,61,61,closed,2024-11-22T00:00:00.000Z,2024-11-24T00:00:00.000Z,2024-11-25T00:00:00.000Z,2024-11-19T00:00:00.000Z
61,PROD-001,ORD-0000061,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,33,33,33,33,closed,2024-11-25T00:00:00.000Z,2024-11-23T00:00:00.000Z,2024-11-24T00:00:00.000Z,2024-11-20T00:00:00.000Z
62,PROD-001,ORD-0000062,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,90,90,90,90,closed,2024-11-24T00:00:00.000Z,2024-11-24T00:00:00.000Z,2024-11-25T00:00:00.000Z,2024-11-22T00:00:00.000Z
63,PROD-001,ORD-0000063,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,42,42,42,42,closed,2024-11-29T00:00:00.000Z,2024-11-28T00:00:00.000Z,2024-11-28T00:00:00.000Z,2024-11-24T00:00:00.000Z
64,PROD-001,ORD-0000064,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,67,67,67,67,closed,2024-12-01T00:00:00.000Z,2024-11-30T00:00:00.000Z,2024-12-01T00:00:00.000Z,2024-11-27T00:00:00.000Z
65,PROD-001,ORD-0000065,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,45,45,45,45,closed,2024-12-01T00:00:00.000Z,2024-12-03T00:00:00.000Z,2024-12-04T00:00:00.000Z,2024-11-28T00:00:00.000Z
66,PROD-001,ORD-0000066,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,18,18,18,18,closed,2024-12-05T00:00:00.000Z,2024-12-04T00:00:00.000Z,2024-12-05T00:00:00.000Z,2024-12-01T00:00:00.000Z
67,PROD-001,ORD-0000067,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,79,79,79,79,closed,2024-12-06T00:00:00.000Z,2024-12-07T00:00:00.000Z,2024-12-08T00:00:00.000Z,2024-12-02T00:00:00.000Z
68,PROD-001,ORD-0000068,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,72,72,72,72,closed,2024-12-06T00:00:00.000Z,2024-12-08T00:00:00.000Z,2024-12-10T00:00:00.000Z,2024-12-05T00:00:00.000Z
69,PROD-001,ORD-0000069,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,65,65,65,65,closed,2024-12-07T00:00:00.000Z,2024-12-11T00:00:00.000Z,2024-12-11T00:00:00.000Z,2024-12-06T00:00:00.000Z
70,PROD-001,ORD-0000070,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,29,29,29,29,closed,2024-12-10T00:00:00.000Z,2024-12-13T00:00:00.000Z,2024-12-15T00:00:00.000Z,2024-12-08T00:00:00.000Z
71,PROD-001,ORD-0000071,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,82,82,82,82,closed,2024-12-12T00:00:00.000Z,2024-12-13T00:00:00.000Z,2024-12-15T00:00:00.000Z,2024-12-09T00:00:00.000Z
72,PROD-001,ORD-0000072,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,67,67,67,67,closed,2024-12-11T00:00:00.000Z,2024-12-14T00:00:00.000Z,2024-12-16T00:00:00.000Z,2024-12-10T00:00:00.000Z
73,PROD-001,ORD-0000073,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,18,18,18,18,closed,2024-12-14T00:00:00.000Z,2024-12-16T00:00:00.000Z,2024-12-18T00:00:00.000Z,2024-12-11T00:00:00.000Z
74,PROD-001,ORD-0000074,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,23,23,23,23,closed,2024-12-16T00:00:00.000Z,2024-12-16T00:00:00.000Z,2024-12-18T00:00:00.000Z,2024-12-13T00:00:00.000Z
75,PROD-001,ORD-0000075,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,30,30,30,30,closed,2024-12-15T00:00:00.000Z,2024-12-16T00:00:00.000Z,2024-12-17T00:00:00.000Z,2024-12-14T00:00:00.000Z
76,PROD-001,ORD-0000076,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,50,50,50,50,closed,2024-12-18T00:00:00.000Z,2024-12-21T00:00:00.000Z,2024-12-22T00:00:00.000Z,2024-12-17T00:00:00.000Z
77,PROD-001,ORD-0000077,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,81,81,81,81,closed,2024-12-20T00:00:00.000Z,2024-12-23T00:00:00.000Z,2024-12-25T00:00:00.000Z,2024-12-18T00:00:00.000Z
78,PROD-001,ORD-0000078,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,81,81,81,81,closed,2024-12-21T00:00:00.000Z,2024-12-25T00:00:00.000Z,2024-12-27T00:00:00.000Z,2024-12-20T00:00:00.000Z
79,PROD-001,ORD-0000079,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,59,59,59,59,closed,2024-12-26T00:00:00.000Z,2024-12-24T00:00:00.000Z,2024-12-24T00:00:00.000Z,2024-12-21T00:00:00.000Z
80,PROD-001,ORD-0000080,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,81,81,81,81,closed,2024-12-24T00:00:00.000Z,2024-12-28T00:00:00.000Z,2024-12-29T00:00:00.000Z,2024-12-23T00:00:00.000Z
81,PROD-001,ORD-0000081,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,72,72,72,72,closed,2024-12-25T00:00:00.000Z,2024-12-29T00:00:00.000Z,2024-12-30T00:00:00.000Z,2024-12-24T00:00:00.000Z
82,PROD-001,ORD-0000082,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,44,44,44,44,closed,2024-12-29T00:00:00.000Z,2024-12-29T00:00:00.000Z,2024-12-30T00:00:00.000Z,2024-12-25T00:00:00.000Z
83,PROD-001,ORD-0000083,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,38,38,38,38,closed,2024-12-30T00:00:00.000Z,2024-12-31T00:00:00.000Z,2024-12-31T00:00:00.000Z,2024-12-26T00:00:00.000Z
84,PROD-001,ORD-0000084,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,43,43,43,43,closed,2024-12-30T00:00:00.000Z,2024-12-31T00:00:00.000Z,2025-01-02T00:00:00.000Z,2024-12-27T00:00:00.000Z
85,PROD-001,ORD-0000085,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,70,70,70,70,closed,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2025-01-01T00:00:00.000Z,2024-12-28T00:00:00.000Z
86,PROD-001,ORD-0000086,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,33,33,33,33,closed,2025-01-09T00:00:00.000Z,2025-01-09T00:00:00.000Z,2025-01-11T00:00:00.000Z,2025-01-06T00:00:00.000Z
87,PROD-001,ORD-0000087,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,50,50,50,50,closed,2025-01-19T00:00:00.000Z,2025-01-17T00:00:00.000Z,2025-01-19T00:00:00.000Z,2025-01-15T00:00:00.000Z
88,PROD-001,ORD-0000088,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,55,55,55,55,closed,2025-01-20T00:00:00.000Z,2025-01-21T00:00:00.000Z,2025-01-23T00:00:00.000Z,2025-01-17T00:00:00.000Z
89,PROD-001,ORD-0000089,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,64,64,64,64,closed,2025-01-20T00:00:00.000Z,2025-01-22T00:00:00.000Z,2025-01-24T00:00:00.000Z,2025-01-18T00:00:00.000Z
90,PROD-001,ORD-0000090,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,47,47,47,47,closed,2025-01-25T00:00:00.000Z,2025-01-25T00:00:00.000Z,2025-01-27T00:00:00.000Z,2025-01-21T00:00:00.000Z
91,PROD-001,ORD-0000091,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,81,81,81,81,closed,2025-01-24T00:00:00.000Z,2025-01-26T00:00:00.000Z,2025-01-26T00:00:00.000Z,2025-01-23T00:00:00.000Z
92,PROD-001,ORD-0000092,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,67,67,67,67,closed,2025-02-01T00:00:00.000Z,2025-01-30T00:00:00.000Z,2025-01-31T00:00:00.000Z,2025-01-28T00:00:00.000Z
93,PROD-001,ORD-0000093,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,52,52,52,52,closed,2025-02-01T00:00:00.000Z,2025-02-02T00:00:00.000Z,2025-02-04T00:00:00.000Z,2025-01-29T00:00:00.000Z
94,PROD-001,ORD-0000094,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,75,75,75,75,closed,2025-02-03T00:00:00.000Z,2025-02-06T00:00:00.000Z,2025-02-06T00:00:00.000Z,2025-02-01T00:00:00.000Z
95,PROD-001,ORD-0000095,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,21,21,21,21,closed,2025-02-08T00:00:00.000Z,2025-02-06T00:00:00.000Z,2025-02-08T00:00:00.000Z,2025-02-03T00:00:00.000Z
96,PROD-001,ORD-0000096,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,27,27,27,27,closed,2025-02-08T00:00:00.000Z,2025-02-10T00:00:00.000Z,2025-02-10T00:00:00.000Z,2025-02-05T00:00:00.000Z
97,PROD-001,ORD-0000097,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,26,26,26,26,closed,2025-02-07T00:00:00.000Z,2025-02-10T00:00:00.000Z,2025-02-11T00:00:00.000Z,2025-02-06T00:00:00.000Z
98,PROD-001,ORD-0000098,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,60,60,60,60,closed,2025-02-12T00:00:00.000Z,2025-02-10T00:00:00.000Z,2025-02-11T00:00:00.000Z,2025-02-07T00:00:00.000Z
99,PROD-001,ORD-0000099,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,88,88,88,88,closed,2025-02-13T00:00:00.000Z,2025-02-13T00:00:00.000Z,2025-02-15T00:00:00.000Z,2025-02-08T00:00:00.000Z
100,PROD-001,ORD-0000100,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,51,51,51,51,closed,2025-02-16T00:00:00.000Z,2025-02-15T00:00:00.000Z,2025-02-17T00:00:00.000Z,2025-02-13T00:00:00.000Z
101,PROD-001,ORD-0000101,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,24,24,24,24,closed,2025-02-18T00:00:00.000Z,2025-02-17T00:00:00.000Z,2025-02-18T00:00:00.000Z,2025-02-14T00:00:00.000Z
102,PROD-001,ORD-0000102,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,41,41,41,41,closed,2025-02-19T00:00:00.000Z,2025-02-18T00:00:00.000Z,2025-02-19T00:00:00.000Z,2025-02-16T00:00:00.000Z
103,PROD-001,ORD-0000103,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,80,80,80,80,closed,2025-02-18T00:00:00.000Z,2025-02-22T00:00:00.000Z,2025-02-22T00:00:00.000Z,2025-02-17T00:00:00.000Z
104,PROD-001,ORD-0000104,SITE-DC-CENTRAL,SITE-STORE-MAIN,ACD-COMPANY,92,92,92,92,closed,2025-02-23T00:00:00.000Z,2025-02-20T00:00:00.000Z,2025-02-20T00:00:00.000Z,2025-02-18T00:00:00.000Z
